age,workclass,education,education_years,marital_status,occupation,relationship,race,sex,hours_week,country,permit,stress
47,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,,Male,50,United-States,D,0
36,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,,Female,50,United-States,B,0
35,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,,Female,40,United-States,B,1
60,,9th,5,Divorced,,Not-in-family,Black,Male,35,United-States,B,0
29,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,,Female,35,United-States,A,0
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,,Male,50,United-States,M,0
23,Private,Bachelors,13,Never-married,Other-service,Own-child,,Female,30,England,B,0
45,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,,Male,3,United-States,M,0
31,State-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,,Male,25,United-States,D,0
48,Private,Bachelors,13,Widowed,Sales,Unmarried,,Female,20,United-States,A,0
31,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,,Male,48,United-States,M,1
37,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,,Male,40,United-States,M,0
66,Local-gov,Masters,14,Widowed,Prof-specialty,Not-in-family,,Female,40,United-States,B,0
26,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,,Female,40,United-States,D,0
55,Private,11th,7,Divorced,Other-service,Own-child,,Female,20,United-States,B,0
67,Self-emp-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40,United-States,B,0
56,Local-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,,Female,38,United-States,M,0
34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,,Female,50,United-States,C,1
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,B,0
49,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,B,1
63,Private,HS-grad,9,Widowed,Sales,Unmarried,,Female,24,United-States,A,0
40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,32,United-States,B,0
28,Private,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,20,United-States,A,0
34,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,,Male,55,United-States,C,1
46,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,,M,0
61,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,,Female,40,United-States,D,0
33,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,,Male,40,United-States,A,0
20,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,,Female,40,United-States,M,0
47,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,,Male,40,United-States,D,0
39,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,C,0
30,Private,Some-college,10,Divorced,Sales,Unmarried,,Female,35,United-States,M,0
26,Private,HS-grad,9,Never-married,Other-service,Not-in-family,,Female,38,United-States,B,0
36,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,50,United-States,B,1
23,Private,HS-grad,9,Never-married,Other-service,Own-child,,Male,40,United-States,B,0
27,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,,Female,40,United-States,M,0
35,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Female,40,United-States,A,0
39,Private,Some-college,10,Divorced,Other-service,Unmarried,,Female,40,United-States,C,0
42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,M,0
20,,Some-college,10,Never-married,,Own-child,,Female,40,United-States,B,0
23,Private,Bachelors,13,Never-married,Other-service,Not-in-family,,Male,55,United-States,M,0
43,Federal-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,,Female,50,United-States,C,1
64,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,B,1
33,Private,HS-grad,9,Divorced,Sales,Unmarried,,Female,40,United-States,A,0
37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,A,0
49,,Assoc-voc,11,Married-civ-spouse,,Unmarried,,Female,40,United-States,A,0
50,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,,Male,50,United-States,D,0
46,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40,United-States,C,0
39,Local-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,,Female,35,United-States,A,0
27,,Assoc-acdm,12,Never-married,,Not-in-family,,Female,45,United-States,A,0
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,38,United-States,M,1
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,,Female,40,United-States,C,1
44,Local-gov,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,38,Jamaica,A,1
20,Private,Some-college,10,Never-married,Sales,Not-in-family,,Female,40,United-States,M,0
53,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,50,United-States,C,1
37,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,,Female,30,United-States,A,0
55,Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,A,0
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,,Female,46,United-States,A,1
34,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,40,United-States,C,1
31,Federal-gov,HS-grad,9,Separated,Transport-moving,Unmarried,,Female,40,United-States,B,0
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,Female,20,United-States,B,0
50,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,C,0
30,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,,Female,40,United-States,M,0
31,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,A,1
32,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,Mexico,D,0
27,Private,10th,6,Never-married,Machine-op-inspct,Unmarried,,Female,40,United-States,D,0
19,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,30,United-States,D,0
64,,Assoc-acdm,12,Never-married,,Not-in-family,,Female,20,United-States,C,0
33,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,,Male,40,United-States,C,0
53,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,,Male,60,United-States,M,1
58,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,,Male,50,United-States,D,0
36,Private,HS-grad,9,Divorced,Exec-managerial,Own-child,,Female,40,United-States,D,0
20,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,,Female,25,United-States,M,0
26,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,United-States,C,0
29,Private,Some-college,10,Never-married,Farming-fishing,Own-child,,Male,40,United-States,M,0
20,Private,Some-college,10,Never-married,Sales,Own-child,,Female,35,United-States,M,0
38,Private,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,40,United-States,A,0
44,Private,Some-college,10,Never-married,Sales,Not-in-family,,Female,40,United-States,A,0
22,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,,Male,20,United-States,M,0
28,Self-emp-inc,Assoc-voc,11,Never-married,Other-service,Not-in-family,,Male,60,United-States,B,0
29,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,,Female,40,United-States,C,0
55,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,M,1
50,Private,7th-8th,4,Divorced,Craft-repair,Not-in-family,,Male,60,United-States,B,0
45,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,D,1
34,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,United-States,D,0
28,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,,Male,60,United-States,C,1
40,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,,Female,40,Puerto-Rico,C,0
18,Private,11th,7,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,20,United-States,A,0
35,Self-emp-not-inc,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,50,United-States,A,0
50,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,,Male,50,United-States,A,0
21,Private,Some-college,10,Never-married,Sales,Own-child,,Female,35,United-States,D,0
21,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,,Male,40,United-States,A,0
30,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,D,0
30,Private,HS-grad,9,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,40,United-States,M,0
23,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,,Male,40,United-States,A,0
22,,Some-college,10,Divorced,,Not-in-family,,Female,35,United-States,B,0
24,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,40,United-States,M,0
40,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,,Male,35,United-States,A,1
48,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,D,1
30,Private,Some-college,10,Separated,Sales,Unmarried,Asian-Pac-Islander,Female,40,United-States,B,0
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,,Male,20,United-States,B,0
19,Private,Some-college,10,Never-married,Sales,Own-child,,Female,15,United-States,A,0
30,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,,Male,40,United-States,D,0
17,Private,11th,7,Never-married,Transport-moving,Own-child,,Male,40,Canada,M,0
25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,,Female,35,United-States,A,0
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,36,United-States,C,0
26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,A,0
20,,Some-college,10,Never-married,,Not-in-family,,Female,15,United-States,M,0
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,Mexico,M,0
48,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,,Male,40,United-States,M,1
35,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,,Male,45,United-States,B,0
47,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,B,1
44,Private,HS-grad,9,Never-married,Sales,Own-child,,Female,24,United-States,D,0
29,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,,Female,40,United-States,C,0
38,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,40,Philippines,M,1
29,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,,Male,35,United-States,A,0
27,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,,Female,40,United-States,C,0
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,42,United-States,B,1
40,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,35,United-States,C,0
47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,D,1
41,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,,Female,40,United-States,M,0
32,Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,,Female,35,United-States,M,0
19,Private,Some-college,10,Never-married,Other-service,Own-child,,Female,25,United-States,D,0
23,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,,Female,40,United-States,C,0
21,Private,HS-grad,9,Never-married,Sales,Other-relative,,Female,30,United-States,M,0
72,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,,Male,30,United-States,D,0
41,Self-emp-not-inc,Masters,14,Divorced,Other-service,Unmarried,,Male,5,United-States,M,1
31,Private,9th,5,Divorced,Adm-clerical,Not-in-family,,Female,40,United-States,A,0
50,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,C,0
71,Local-gov,HS-grad,9,Widowed,Exec-managerial,Other-relative,,Female,33,United-States,A,0
34,Private,7th-8th,4,Married-civ-spouse,Sales,Wife,,Female,40,United-States,M,0
25,Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Female,20,United-States,C,0
39,Private,10th,6,Separated,Sales,Own-child,Black,Female,12,United-States,B,0
32,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,,Female,42,United-States,M,0
61,Private,HS-grad,9,Widowed,Craft-repair,Not-in-family,Black,Female,50,United-States,C,0
22,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,,Female,30,United-States,A,0
48,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,,Male,30,United-States,A,0
26,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,,Female,40,United-States,A,0
23,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,A,0
22,Private,HS-grad,9,Never-married,Transport-moving,Own-child,,Male,40,United-States,D,0
34,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,,Male,40,United-States,A,0
74,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,D,1
21,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,,Female,40,Mexico,C,0
42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,M,0
20,Private,11th,7,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,B,0
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,Female,40,United-States,A,0
25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,55,United-States,M,0
29,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,,Male,48,United-States,A,0
52,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,55,United-States,B,0
63,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,,Male,25,United-States,D,0
37,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,,Male,25,United-States,A,0
33,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,M,1
76,,Some-college,10,Married-civ-spouse,,Husband,,Male,20,United-States,C,1
32,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,,Female,60,United-States,B,0
40,Private,HS-grad,9,Never-married,Sales,Not-in-family,,Female,35,United-States,B,0
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,55,United-States,C,1
67,Private,HS-grad,9,Separated,Machine-op-inspct,Other-relative,,Female,40,United-States,B,0
52,,Masters,14,Married-civ-spouse,,Wife,,Female,40,United-States,A,1
64,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,,Male,50,Columbia,M,1
56,Private,9th,5,Widowed,Machine-op-inspct,Unmarried,,Female,40,United-States,D,0
22,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,A,0
27,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Own-child,,Female,40,United-States,M,0
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,,Female,40,United-States,A,0
22,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,,Male,40,United-States,C,0
47,Self-emp-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,48,United-States,B,0
17,Private,10th,6,Never-married,Sales,Own-child,,Female,12,United-States,D,0
72,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,B,0
30,Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,,Male,40,United-States,C,0
67,Local-gov,7th-8th,4,Widowed,Sales,Not-in-family,,Female,20,United-States,C,0
25,Federal-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,M,0
49,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,M,0
25,Private,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Female,50,United-States,M,0
20,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,,Female,20,United-States,C,0
66,,9th,5,Married-civ-spouse,,Husband,,Male,40,United-States,M,0
30,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,,Male,44,United-States,A,0
49,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,,Male,40,Canada,D,0
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,D,0
52,Private,11th,7,Separated,Machine-op-inspct,Unmarried,Black,Male,40,United-States,C,0
19,Private,HS-grad,9,Never-married,Other-service,Own-child,,Female,25,United-States,M,0
28,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,,Female,80,,M,0
48,Self-emp-inc,HS-grad,9,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,84,,C,0
39,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,,Male,24,United-States,A,0
62,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,,Female,38,United-States,D,0
18,Private,Some-college,10,Never-married,Other-service,Own-child,,Female,20,United-States,B,0
32,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,B,0
34,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,,Female,38,United-States,M,0
35,Private,10th,6,Never-married,Sales,Unmarried,Black,Female,38,United-States,M,0
27,Self-emp-inc,HS-grad,9,Never-married,Other-service,Not-in-family,,Male,50,United-States,D,0
31,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,,Female,40,United-States,C,0
32,Private,10th,6,Separated,Sales,Unmarried,,Female,42,United-States,A,0
23,Private,Some-college,10,Never-married,Sales,Not-in-family,,Female,28,United-States,B,0
43,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,A,0
50,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,,Female,40,United-States,B,1
17,Private,9th,5,Never-married,Sales,Own-child,,Female,20,United-States,D,0
27,Local-gov,Some-college,10,Never-married,Handlers-cleaners,Own-child,,Male,40,United-States,D,0
37,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,,Male,80,United-States,A,1
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,M,0
56,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,D,1
45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,,Male,43,United-States,M,1
56,Self-emp-inc,12th,8,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,B,0
36,,HS-grad,9,Never-married,,Unmarried,,Female,40,United-States,D,0
32,Private,Some-college,10,Married-civ-spouse,Sales,Wife,,Female,36,Puerto-Rico,D,0
29,Private,Some-college,10,Separated,Priv-house-serv,Not-in-family,,Female,30,Guatemala,C,0
